"","Row.names","Valid_LIB.C.150","endemic.TNRS","Ecrins NP","Summits","Persistent","Under Ice","Plat de la Selle","Barre des Ecrins","La Meije","Sirac","Rouies","Olan","Pelvoux","Occidentale Ailefroide","Brevoort","Burlan","Rocher de la Selle","Choisy","Muraillette","Rateau","Lauvitel"
"49","Alchemilla_subcrenata","Alchemilla_subcrenata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Alchemilla_transiens","Alchemilla_transiens","0",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"51","Alchemilla_xanthochlora","Alchemilla_xanthochlora","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"52","Alisma_plantago_aquatica","Alisma_plantago-aquatica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Alliaria_petiolata","Alliaria_petiolata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Allium_lineare","Allium_strictum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Allium_oleraceum","Allium_oleraceum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Allium_schoenoprasum","Allium_schoenoprasum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Allium_scorodoprasum","Allium_scorodoprasum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Allium_senescens","Allium_lusitanicum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Allium_tauricum","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Allium_ursinum","Allium_ursinum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Allium_victorialis","Allium_victorialis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Alnus_glutinosa","Alnus_glutinosa","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Alnus_incana","Alnus_incana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Alnus_viridis","Alnus_alnobetula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Alopecurus_magellanicus","","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"66","Alopecurus_myosuroides","Alopecurus_myosuroides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Alsinanthus_biflorus","Arenaria_biflora","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"68","Alyssoides_utriculata","Alyssoides_utriculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Alyssum_alpestre","Alyssum_alpestre","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Alyssum_alyssoides","Alyssum_alyssoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Amelanchier_ovalis","Amelanchier_ovalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72","Amygdalus_communis","Prunus_dulcis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Androrchis_pallens","Orchis_pallens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Androsace_carnea","Androsace_adfinis_subsp._puberula","1",1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"75","Androsace_helvetica","Androsace_helvetica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Androsace_maxima","Androsace_maxima","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","Androsace_obtusifolia","Androsace_obtusifolia","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"78","Androsace_vandellii","Androsace_vandellii","0",1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"79","Androsace_vitaliana","Androsace_vitaliana","1",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"80","Anemone_narcissiflora","Anemone_narcissiflora","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Anemonoides_baldensis","","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"82","Anemonoides_ranunculoides","Anemone_ranunculoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","Angelica_sylvestris","Angelica_sylvestris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Antennaria_carpatica","Antennaria_carpatica","0",1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"85","Antennaria_dioica","Antennaria_dioica","0",1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
"86","Anthericum_liliago","Anthericum_liliago","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","Anthoxanthum_odoratum","Anthoxanthum_odoratum","0",1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1
"88","Anthriscus_sylvestris","Anthriscus_sylvestris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Anthyllis_montana","Anthyllis_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Anthyllis_vulneraria","Anthyllis_vulneraria","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Antirrhinum_majus","Antirrhinum_majus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","Aquilegia_vulgaris","Aquilegia_vulgaris","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Arabidopsis_thaliana","Arabidopsis_thaliana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","Arabis_allionii","Arabis_allionii","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","Arabis_alpina","Arabis_caucasica","0",1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1
"96","Arabis_auriculata","Arabis_auriculata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Arabis_caerulea","Arabis_caerulea","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Arabis_ciliata","Arabis_ciliata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Arabis_collina","Arabis_collina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Arabis_hirsuta","Arabis_ciliata_var._hirsuta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Arabis_nova","Arabis_nova","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Arabis_sagittata","Arabis_sagittata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Arabis_soyeri","Arabis_soyeri","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Arctium_minus","Arctium_minus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Arctium_nemorosum","Arctium_nemorosum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Arctostaphylos_uva_ursi","Arctostaphylos_uva-ursi","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Arenaria_gothica","Arenaria_gothica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Arenaria_serpyllifolia","Arenaria_serpyllifolia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Aretia_pubescens","Androsace_pubescens","1",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0
"110","Armeria_alpina","Armeria_alpina","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"111","Armeria_arenaria","Armeria_arenaria","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"112","Arnica_montana","Arnica_montana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Arrhenatherum_elatius","Arrhenatherum_elatius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Arrhenatherum_parlatorei","Helictotrichon_parlatorei","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Artemisia_absinthium","Artemisia_absinthium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Artemisia_alba","Artemisia_alba","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Artemisia_atrata","Artemisia_atrata","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Artemisia_campestris","Artemisia_campestris","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Artemisia_genipi","Artemisia_genipi","1",1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"120","Artemisia_umbelliformis","Artemisia_umbelliformis","0",1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
"121","Artemisia_vulgaris","Artemisia_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Arum_maculatum","Arum_maculatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Aruncus_dioicus","Aruncus_dioicus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Asarum_europaeum","Asarum_europaeum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Asparagus_tenuifolius","Asparagus_tenuifolius","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Asperugo_procumbens","Asperugo_procumbens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Asperula_cynanchica","Asperula_cynanchica","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Asphodelus_albus","Asphodelus_albus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","Asphodelus_macrocarpus","Asphodelus_macrocarpus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Asplenium_adiantum_nigrum","Asplenium_adiantum-nigrum","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"131","Asplenium_ceterach","Asplenium_ceterach","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Asplenium_exiguum","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Asplenium_ramosum","Asplenium_viride","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"134","Asplenium_ruta_muraria","Asplenium_ruta-muraria","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Asplenium_septentrionale","Asplenium_septentrionale","0",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"136","Asplenium_trichomanes","Asplenium_trichomanes","0",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"137","Asplenium_viride","Asplenium_viride","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Aster_alpinus","Aster_alpinus","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"139","Astragalus_alpinus","Astragalus_alpinus","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"140","Astragalus_australis","Astragalus_australis","1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"141","Astragalus_austriacus","Astragalus_austriacus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Astragalus_cicer","Astragalus_cicer","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Astragalus_danicus","Astragalus_danicus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Astragalus_depressus","Astragalus_depressus","0",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"145","Astragalus_glycyphyllos","Astragalus_glycyphyllos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Astragalus_monspessulanus","Astragalus_monspessulanus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Astragalus_onobrychis","Astragalus_onobrychis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Astragalus_penduliflorus","Astragalus_penduliflorus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Astragalus_sempervirens","Astragalus_sempervirens","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Astragalus_stella","Astragalus_stella","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Astragalus_vesicarius","Astragalus_vesicarius","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Astrantia_major","Astrantia_major_subsp._involucrata","0",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"153","Athamanta_cretensis","Athamanta_cretensis","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"154","Athyrium_alpestre","Athyrium_distentifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Athyrium_filix_femina","Athyrium_filix-femina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","Atocion_rupestre","Atocion_rupestre","0",1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"157","Atragene_alpina","Clematis_alpina","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","Atropa_belladonna","Atropa_belladonna","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","Barbarea_intermedia","Barbarea_intermedia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Barbarea_vulgaris","Barbarea_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","Bartsia_alpina","Bartsia_alpina","0",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"162","Bellardiochloa_variegata","Bellardiochloa_variegata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Bellidiastrum_michelii","Bellidiastrum_michelii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Berardia_subacaulis","Berardia_lanuginosa","1",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"165","Berberis_vulgaris","Berberis_vulgaris","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Betonica_officinalis","Betonica_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Betula_pendula","Betula_pendula","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Betula_pubescens","Betula_pubescens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Biscutella_laevigata","Biscutella_laevigata","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Bistorta_officinalis","Bistorta_officinalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","Bistorta_vivipara","Bistorta_vivipara","0",1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
"172","Bitteria_digitata","","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","Blackstonia_perfoliata","Blackstonia_perfoliata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Blechnum_spicant","Blechnum_spicant","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","Blysmus_compressus","Blysmus_compressus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Bombycilaena_erecta","Bombycilaena_erecta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Bothriochloa_ischaemum","Bothriochloa_ischaemum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Botrychium_lunaria","Botrychium_lunaria","0",1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
"179","Brachypodium_pinnatum","Brachypodium_pinnatum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Brachypodium_rupestre","Brachypodium_rupestre","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Brachypodium_sylvaticum","Brachypodium_sylvaticum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Brassica_repanda","Brassica_repanda","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Briza_media","Briza_media","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Bromus_benekenii","Bromopsis_benekenii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Bromus_erectus","Bromopsis_erecta","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Bromus_hordeaceus","Bromus_hordeaceus_subsp._thominei","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Bromus_inermis","Bromopsis_inermis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","Bromus_squarrosus","Bromus_squarrosus","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Bromus_sterilis","Anisantha_sterilis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","Bromus_tectorum","Anisantha_tectorum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Bryonia_cretica","Bryonia_cretica","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Buddleja_davidii","Buddleja_davidii","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Buglossoides_arvensis","Buglossoides_arvensis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Buglossoides_incrassata","Buglossoides_incrassata","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Bunias_orientalis","Bunias_orientalis","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Bunium_bulbocastanum","Bunium_bulbocastanum","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Buphthalmum_salicifolium","Buphthalmum_salicifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Bupleurum_falcatum","Bupleurum_falcatum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Bupleurum_petraeum","Bupleurum_petraeum","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Bupleurum_ranunculoides","Bupleurum_ranunculoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Bupleurum_rotundifolium","Bupleurum_rotundifolium","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Bupleurum_stellatum","Bupleurum_stellatum","0",1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"203","Buxus_sempervirens","Buxus_sempervirens","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Cacalia_alliariae","Adenostyles_alliariae","0",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"205","Cacalia_alpina","Adenostyles_alpina","0",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"206","Cacalia_leucophylla","Adenostyles_leucophylla","0",1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1
"207","Calamagrostis_epigejos","Calamagrostis_epigejos","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Calamagrostis_pseudophragmites","Calamagrostis_phragmitoides","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Calamagrostis_schraderiana","Agrostis_schraderiana","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Calamagrostis_varia","Calamagrostis_varia","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
